card_id,card_name,expansion,collection_no,stage_type,rule,category,previous_stage,hp,type,weakness,resistance,retreat,attack_count,max_damage,mean_damage,max_damage_per_energy,min_attack_cost,text,move_text,is_pokemon,is_basic,is_stage1,is_stage2,is_trainer,is_energy,is_ex,is_mega_ex,is_ace_spec,has_draw,has_search,has_gust,has_energy_accel,has_damage_boost
325,Combusken,JTG,23,Stage 1 Pokémon,,,Torchic,90.0,{R},{W},,2.0,1,50.0,50.0,25.0,2,,Slash,True,False,True,False,False,False,False,False,False,False,False,False,False,False
326,Blaziken ex,JTG,24,Stage 2 Pokémon,Pokémon ex,,Combusken,320.0,{R},{W},,2.0,2,200.0,200.0,100.0,2,"Once during your turn, you may attach a Basic Energy card from your discard pile to 1 of your Pokémon. During your next turn, this Pokémon can’t use attacks.",[Ability] Seething Spirit Smolder-sault,True,False,False,True,False,False,True,False,False,False,False,False,True,False
327,Slowpoke,PRE,18,Basic Pokémon,,,,70.0,{W},{L},,2.0,2,30.0,20.0,15.0,1,,Water Gun Tail Whap,True,True,False,False,False,False,False,False,False,False,False,False,False,False
328,Pikachu ex,PRE,28,Basic Pokémon,Pokémon ex,,,190.0,{L},{F},,1.0,2,220.0,125.0,73.33333333333333,1,This Pokémon also does 30 damage to itself.,Tail Whap Thunder,True,True,False,False,False,False,True,False,False,False,False,False,False,False
329,Tapu Koko ex,JTG,51,Basic Pokémon,Pokémon ex,,,200.0,{L},{F},,0.0,1,60.0,60.0,30.0,2,This attack does 20 more damage for each of your Benched Pokémon.,Linked Lightning,True,True,False,False,False,False,True,False,False,False,False,False,False,False
330,Sylveon,PRE,40,Stage 1 Pokémon,,,Eevee,120.0,{P},{M},,1.0,2,100.0,100.0,33.333333333333336,3,Prevent all damage done to this Pokémon by attacks from your opponent’s Pokémon {ex}.,[Ability] Safeguard Magical Shot,True,False,True,False,False,False,False,False,False,False,False,False,False,False
331,XerneasEX,PROMO,179,Basic Pokémon,Pokémon ex,,,210.0,{P},{M},,1.0,2,120.0,85.0,40.0,2,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 100 more damage.",Aurora Beam Rising Horns,True,True,False,False,False,False,True,False,False,False,False,False,False,False
332,Dhelmise,JTG,70,Basic Pokémon,,,,130.0,{P},{D},{F},3.0,2,130.0,95.0,32.5,3,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",Bind Down Anchor Smash,True,True,False,False,False,False,False,False,False,False,False,False,False,False
333,Riolu,PRE,50,Basic Pokémon,,,,70.0,{F},{P},,1.0,1,10.0,10.0,10.0,1,"Flip a coin. If heads, this attack does 20 more damage.",Quick Attack,True,True,False,False,False,False,False,False,False,False,False,False,False,False
334,Sneasel,PRE,61,Basic Pokémon,,,,60.0,{D},{G},,0.0,1,20.0,20.0,20.0,1,,Claw Slash,True,True,False,False,False,False,False,False,False,False,False,False,False,False
335,Bronzor,PRE,66,Basic Pokémon,,,,70.0,{M},{R},{G},1.0,1,20.0,20.0,10.0,2,,Hammer In,True,True,False,False,False,False,False,False,False,False,False,False,False,False
336,Zacian ex,SVP,198,Basic Pokémon,Pokémon ex,,,220.0,{M},{R},{G},2.0,2,210.0,115.0,70.0,1,"Search your deck for a Basic {M} Energy card and attach it to this Pokémon. Then, shuffle your deck. During your next turn, this Pokémon can’t use Slashing Strike.",Steel Armament Slashing Strike,True,True,False,False,False,False,True,False,False,False,True,False,False,False
337,LugiaEX,PRE,82,Basic Pokémon,Pokémon ex,,,220.0,{C},{L},{F},2.0,1,140.0,140.0,46.666666666666664,3,"Flip a coin until you get tails. For each heads, discard an Energy from your opponent’s Active Pokémon.",Hyper Whirlpool,True,True,False,False,False,False,True,False,False,False,False,False,True,False
338,Ethan's Pinsir,DRI,1,Basic Pokémon,,Trainer's Pokémon（Ethan）,,120.0,{G},{R},,2.0,2,70.0,45.0,23.333333333333332,1,"If any of your Ethan’s Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 100 more damage.",Vise Grip Rallying Horn,True,True,False,False,False,False,False,False,False,False,False,False,False,False
339,Yanma,DRI,2,Basic Pokémon,,,,70.0,{G},{L},{F},1.0,2,30.0,30.0,15.0,1,Switch out your opponent’s Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),Whirlwind Razor Wing,True,True,False,False,False,False,False,False,False,False,False,True,False,False
340,Yanmega ex,DRI,3,Stage 1 Pokémon,Pokémon ex,,Yanma,280.0,{G},{L},{F},1.0,2,210.0,210.0,52.5,4,"Once during your turn, when this Pokémon moves from your Bench to the Active Spot, you may search your deck for up to 3 Basic {G} Energy cards and attach them to this Pokémon. Then, shuffle your deck. Move 3 Energy from this Pokémon to 1 of your Benched Pokémon.",[Ability] Buzzing Boost Jet Cyclone,True,False,True,False,False,False,True,True,False,False,True,False,True,False
341,Cynthia's Roselia,DRI,7,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,70.0,{G},{R},,1.0,1,20.0,20.0,20.0,1,,Spike Sting,True,True,False,False,False,False,False,False,False,False,False,False,False,False
342,Cynthia's Roserade,DRI,8,Stage 1 Pokémon,,Trainer's Pokémon（Cynthia）,Cynthia's Roselia,130.0,{G},{R},,1.0,2,80.0,80.0,26.666666666666668,3,Attacks used by your Cynthia’s Pokémon do 30 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).,[Ability] Cheer On to Glory Leaf Step,True,False,True,False,False,False,False,False,False,False,False,False,False,True
343,Shaymin,DRI,10,Basic Pokémon,,,,80.0,{G},{R},,1.0,2,30.0,30.0,15.0,2,"Prevent all damage done to your Benched Pokémon that don’t have a Rule Box by attacks from your opponent’s Pokémon. (Pokémon {ex}, Pokémon {V}, etc. have Rule Boxes.)",[Ability] Flower Curtain Smash Kick,True,True,False,False,False,False,False,False,False,False,False,False,False,False
344,Dwebble,DRI,11,Basic Pokémon,,,,70.0,{G},{R},,2.0,1,0.0,0.0,0.0,1,"Search your deck for a card that evolves from this Pokémon and put it onto this Pokémon to evolve it. Then, shuffle your deck.",Ascension,True,True,False,False,False,False,False,False,False,False,True,False,False,False
345,Crustle,DRI,12,Stage 1 Pokémon,,,Dwebble,150.0,{G},{R},,3.0,2,120.0,120.0,40.0,3,Prevent all damage done to this Pokémon by attacks from your opponent’s Pokémon {ex}. This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,[Ability] Mysterious Rock Inn Superb Scissors,True,False,True,False,False,False,False,False,False,False,False,False,False,False
346,Applin,DRI,16,Basic Pokémon,,,,40.0,{G},{R},,1.0,1,10.0,10.0,10.0,1,Heal 10 damage from this Pokémon.,Mini Drain,True,True,False,False,False,False,False,False,False,False,False,False,False,False
347,Dipplin,DRI,17,Stage 1 Pokémon,,,Applin,90.0,{G},{R},,3.0,1,50.0,50.0,50.0,1,Put an Energy attached to this Pokémon into your hand.,Energy Loop,True,False,True,False,False,False,False,False,False,False,True,False,False,False
348,Hydrapple,DRI,18,Stage 2 Pokémon,,,Dipplin,170.0,{G},{R},,3.0,2,140.0,140.0,46.666666666666664,1,"Discard 6 Basic {G} Energy cards from your hand, and Knock Out your opponent’s Active Pokémon. If you can’t discard 6 cards in this way, this attack does nothing.",Hydra Breath Whip Smash,True,False,False,True,False,False,False,False,False,False,False,False,True,False
349,Teal Mask Ogerpon,DRI,26,Basic Pokémon,,,,110.0,{G},{R},,1.0,2,120.0,120.0,40.0,1,"Search your deck for a Basic {G} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck. During your next turn, this Pokémon can’t use Ogre’s Hammer.",Grass Kagura Ogre’s Hammer,True,True,False,False,False,False,False,False,False,False,True,False,False,False
350,Ponyta,DRI,29,Basic Pokémon,,,,70.0,{R},{W},,1.0,1,10.0,10.0,10.0,1,Flip 2 coins. This attack does 10 damage for each heads.,Double Headbutt,True,True,False,False,False,False,False,False,False,False,False,False,False,False
351,Rapidash,DRI,30,Stage 1 Pokémon,,,Ponyta,110.0,{R},{W},,1.0,2,60.0,60.0,30.0,2,"Once during your turn, you may draw a card.",[Ability] Hurried Gait Fire Mane,True,False,True,False,False,False,False,False,False,True,False,False,False,False
352,Ethan's Cyndaquil,DRI,32,Basic Pokémon,,Trainer's Pokémon（Ethan）,,70.0,{R},{W},,1.0,1,30.0,30.0,30.0,1,Discard an Energy from this Pokémon.,Ember,True,True,False,False,False,False,False,False,False,False,False,False,True,False
353,Ethan's Quilava,DRI,33,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Cyndaquil,100.0,{R},{W},,1.0,2,40.0,40.0,40.0,1,"Once during your turn, you may search your deck for an Ethan’s Adventure card, reveal it, and put it into your hand. Then, shuffle your deck.",[Ability] Bonded by the Journey Combustion,True,False,True,False,False,False,False,False,False,False,True,False,False,False
354,Ethan's Typhlosion,DRI,34,Stage 2 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Quilava,170.0,{R},{W},,2.0,2,160.0,100.0,53.333333333333336,1,This attack does 60 more damage for each Ethan’s Adventure card in your discard pile.,Buddy Blast Steam Artillery,True,False,False,True,False,False,False,False,False,False,False,False,False,False
355,Ethan's Slugma,DRI,35,Basic Pokémon,,Trainer's Pokémon（Ethan）,,80.0,{R},{W},,2.0,1,20.0,20.0,20.0,1,,Steady Firebreathing,True,True,False,False,False,False,False,False,False,False,False,False,False,False
356,Ethan's Magcargo,DRI,36,Stage 1 Pokémon,,Trainer's Pokémon（Ethan）,Ethan's Slugma,130.0,{R},{W},,3.0,2,70.0,70.0,23.333333333333332,3,"If this Pokémon has no Energy attached, it has no Retreat Cost. Discard up to 5 {R} Energy from this Pokémon. This attack does 70 damage for each card you discarded in this way.",[Ability] Melt Away Lava Burst,True,False,True,False,False,False,False,False,False,False,False,False,True,False
357,Ethan's Ho-Oh ex,DRI,39,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Ethan）,,230.0,{R},{W},,2.0,2,160.0,160.0,40.0,4,"Once during your turn, you may attach up to 2 Basic {R} Energy cards from your hand to 1 of your Benched Ethan’s Pokémon. Heal 50 damage from each of your Pokémon.",[Ability] Golden Flame Shining Feathers,True,True,False,False,False,False,True,False,False,False,False,False,True,False
358,Hearthflame Mask Ogerpon,DRI,44,Basic Pokémon,,,,110.0,{R},{W},,1.0,2,80.0,80.0,26.666666666666668,1,"Search your deck for a Basic {R} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck. Your opponent’s Active Pokémon is now Burned.",Fire Kagura Searing Flame,True,True,False,False,False,False,False,False,False,False,True,False,False,False
359,Misty's Psyduck,DRI,45,Basic Pokémon,,Trainer's Pokémon（Misty）,,70.0,{W},{L},,1.0,2,30.0,30.0,30.0,1,"Once during your turn, if this Pokémon is on your Bench, you may discard the bottom card of your deck. If you do, discard all cards from this Pokémon and put this Pokémon on top of your deck.",[Ability] Flustered Leap Sprinkle Water,True,True,False,False,False,False,False,False,False,False,False,False,False,False
360,Misty's Staryu,DRI,46,Basic Pokémon,,Trainer's Pokémon（Misty）,,70.0,{W},{L},,1.0,1,20.0,20.0,20.0,1,"Flip a coin. If heads, your opponent’s Active Pokémon is now Paralyzed.",Bubble Beam,True,True,False,False,False,False,False,False,False,False,False,False,False,False
361,Misty's Starmie,DRI,47,Stage 1 Pokémon,,Trainer's Pokémon（Misty）,Misty's Staryu,100.0,{W},{L},,1.0,1,60.0,60.0,60.0,1,"If this Pokémon evolved from Misty’s Staryu during this turn, this attack does 80 more damage.",Abrupt Flash,True,False,True,False,False,False,False,False,False,False,False,False,False,False
362,Misty's Magikarp,DRI,48,Basic Pokémon,,Trainer's Pokémon（Misty）,,30.0,{W},{L},,1.0,2,10.0,10.0,10.0,1,"As long as this Pokémon is on your Bench, prevent all damage from and effects of attacks from your opponent’s Pokémon done to this Pokémon.",[Ability] So Submerged Splash,True,True,False,False,False,False,False,False,False,False,False,False,False,False
363,Misty's Gyarados,DRI,49,Stage 1 Pokémon,,Trainer's Pokémon（Misty）,Misty's Magikarp,180.0,{W},{L},,4.0,2,120.0,95.0,70.0,1,"Discard the top 7 cards of your deck, and this attack does 70 damage for each Misty’s Pokémon that you discarded in this way.",Splashing Panic Waterfall,True,False,True,False,False,False,False,False,False,False,False,False,False,False
364,Misty's Lapras,DRI,50,Basic Pokémon,,Trainer's Pokémon（Misty）,,110.0,{W},{L},,1.0,2,60.0,60.0,30.0,1,"Search your deck for up to 3 Misty’s Pokémon, reveal them, and put them into your hand. Then, shuffle your deck.",Swim Together Surf,True,True,False,False,False,False,False,False,False,False,True,False,False,False
365,Cynthia's Feebas,DRI,52,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,30.0,{W},{L},,1.0,1,10.0,10.0,10.0,1,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage from and effects of attacks done to this Pokémon.",Undulate,True,True,False,False,False,False,False,False,False,False,False,False,False,False
366,Cynthia's Milotic,DRI,53,Stage 1 Pokémon,,Trainer's Pokémon（Cynthia）,Cynthia's Feebas,130.0,{W},{L},,2.0,1,60.0,60.0,30.0,2,This attack also does 30 damage to 2 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),Aqua Split,True,False,True,False,False,False,False,False,False,False,False,False,False,False
367,Buizel,DRI,57,Basic Pokémon,,,,70.0,{W},{L},,1.0,2,30.0,20.0,10.0,1,,Tail Whap Wave Splash,True,True,False,False,False,False,False,False,False,False,False,False,False,False
368,Floatzel,DRI,58,Stage 1 Pokémon,,,Buizel,120.0,{W},{L},,1.0,2,140.0,85.0,46.666666666666664,2,"Discard an Energy from your opponent’s Active Pokémon. During your next turn, this Pokémon can’t attack.",Whirlpool Aqua Slash,True,False,True,False,False,False,False,False,False,False,False,False,True,False
369,Dondozo ex,DRI,66,Basic Pokémon,Pokémon ex,,,260.0,{W},{L},,4.0,2,120.0,75.0,30.0,2,"This attack does 10 more damage for each damage counter on this Pokémon. You may do 120 more damage. If you do, this Pokémon also does 50 damage to itself.",Avenging Billow Dynamic Dive,True,True,False,False,False,False,True,False,False,False,False,False,False,True
370,Wellspring Mask Ogerpon,DRI,67,Basic Pokémon,,,,110.0,{W},{L},,1.0,2,100.0,100.0,33.333333333333336,1,"Search your deck for a Basic {W} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck. Heal 30 damage from this Pokémon.",Water Kagura Bubble Drain,True,True,False,False,False,False,False,False,False,False,True,False,False,False
371,Electabuzz,DRI,68,Basic Pokémon,,,,90.0,{L},{F},,2.0,1,50.0,50.0,25.0,2,,Electroslug,True,True,False,False,False,False,False,False,False,False,False,False,False,False
372,Electivire ex,DRI,69,Stage 1 Pokémon,Pokémon ex,,Electabuzz,280.0,{L},{F},,4.0,2,180.0,180.0,60.0,2,"This attack does 50 damage to 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.) If this Pokémon has at least 2 extra Energy attached (in addition to this attack’s cost), this attack does 100 more damage.",Dual Bolt High-Voltage Press,True,False,True,False,False,False,True,False,False,False,False,False,False,False
373,Ethan's Pichu,DRI,71,Basic Pokémon,,Trainer's Pokémon（Ethan）,,30.0,{L},{F},,0.0,1,30.0,30.0,0.0,0,Draw a card.,Zapping Draw,True,True,False,False,False,False,False,False,False,True,False,False,False,False
374,Electrike,DRI,75,Basic Pokémon,,,,60.0,{L},{F},,1.0,2,30.0,20.0,15.0,1,,Rear Kick Tiny Bolt,True,True,False,False,False,False,False,False,False,False,False,False,False,False
375,Manectric,DRI,76,Stage 1 Pokémon,,,Electrike,120.0,{L},{F},,1.0,2,120.0,75.0,60.0,1,This attack also does 40 damage to 1 of your Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),Zap Kick Flash Impact,True,False,True,False,False,False,False,False,False,False,False,False,False,False
376,Rotom,DRI,77,Basic Pokémon,,,,60.0,{L},{F},,1.0,2,30.0,25.0,20.0,1,Choose a random card from your opponent’s hand. Your opponent reveals that card and shuffles it into their deck. This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,Astonish Gadget Show,True,True,False,False,False,False,False,False,False,False,False,False,False,False
377,Zeraora,DRI,78,Basic Pokémon,,,,100.0,{L},{F},,1.0,2,20.0,20.0,20.0,1,"Discard all Energy from this Pokémon, and this attack does 210 damage to 1 of your opponent’s Benched Pokémon {ex}. (Don’t apply Weakness and Resistance for Benched Pokémon.)",Scratch Thunder Raid,True,True,False,False,False,False,False,False,False,False,False,False,True,False
378,Ethan's Sudowoodo,DRI,93,Basic Pokémon,,Trainer's Pokémon（Ethan）,,110.0,{F},{G},,1.0,2,20.0,20.0,20.0,1,"During your opponent’s next turn, the Defending Pokémon can’t retreat. Flip a coin. If heads, choose 1 of your opponent’s Active Pokémon’s attacks and use it as this attack.",Impound Try to Imitate,True,True,False,False,False,False,False,False,False,False,False,False,False,False
379,Cynthia's Gible,DRI,102,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,70.0,{F},{G},,1.0,1,20.0,20.0,20.0,1,This attack’s damage isn’t affected by Resistance.,Rock Hurl,True,True,False,False,False,False,False,False,False,False,False,False,False,False
380,Cynthia's Gabite,DRI,103,Stage 1 Pokémon,,Trainer's Pokémon（Cynthia）,Cynthia's Gible,100.0,{F},{G},,1.0,2,40.0,40.0,40.0,1,"Once during your turn, you may search your deck for a Cynthia’s Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.",[Ability] Champion’s Call Dragonslice,True,False,True,False,False,False,False,False,False,False,True,False,False,False
381,Cynthia's Garchomp ex,DRI,104,Stage 2 Pokémon,Pokémon ex,Trainer's Pokémon（Cynthia）,Cynthia's Gabite,330.0,{F},{G},,0.0,2,260.0,180.0,130.0,1,You may draw cards until you have 6 cards in your hand. Discard all Energy from this Pokémon.,Corkscrew Dive Draconic Buster,True,False,False,True,False,False,True,False,False,True,False,False,True,False
382,Mudbray,DRI,107,Basic Pokémon,,,,90.0,{F},{G},,3.0,1,40.0,40.0,20.0,2,Flip a coin until you get tails. This attack does 40 damage for each heads.,Running Charge,True,True,False,False,False,False,False,False,False,False,False,False,False,False
383,Mudsdale,DRI,108,Stage 1 Pokémon,,,Mudbray,150.0,{F},{G},,3.0,2,130.0,130.0,43.333333333333336,3,This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).,[Ability] Mud Coat Heavy Impact,True,False,True,False,False,False,False,False,False,False,False,False,False,False
384,Arven's Toedscool,DRI,109,Basic Pokémon,,Trainer's Pokémon（Arven）,,70.0,{F},{G},,1.0,1,30.0,30.0,30.0,1,This Pokémon also does 10 damage to itself.,Slight Intrusion,True,True,False,False,False,False,False,False,False,False,False,False,False,False
385,Arven's Toedscruel,DRI,110,Stage 1 Pokémon,,Trainer's Pokémon（Arven）,Arven's Toedscool,140.0,{F},{G},,2.0,2,120.0,120.0,40.0,1,Switch in 1 of your opponent’s Benched Pokémon to the Active Spot. This Pokémon also does 30 damage to itself.,Pull Reckless Charge,True,False,True,False,False,False,False,False,False,False,False,True,False,False
386,Cornerstone Mask Ogerpon,DRI,111,Basic Pokémon,,,,110.0,{F},{G},,1.0,2,100.0,100.0,33.333333333333336,1,"Search your deck for a Basic {F} Energy card and attach it to 1 of your Pokémon. Then, shuffle your deck. Discard the top card of your opponent’s deck.",Rock Kagura Mountain Ramming,True,True,False,False,False,False,False,False,False,False,True,False,True,False
387,Cynthia's Spiritomb,DRI,129,Basic Pokémon,,Trainer's Pokémon（Cynthia）,,70.0,{D},{G},,1.0,1,10.0,10.0,10.0,1,This attack does 10 damage for each damage counter on all of your Benched Cynthia’s Pokémon. This attack’s damage isn’t affected by Weakness.,Raging Curse,True,True,False,False,False,False,False,False,False,False,False,False,False,False
388,Arven's Maschiff,DRI,138,Basic Pokémon,,Trainer's Pokémon（Arven）,,70.0,{D},{G},,2.0,2,50.0,30.0,16.666666666666668,1,,Stampede Confront,True,True,False,False,False,False,False,False,False,False,False,False,False,False
389,Arven's Mabosstiff ex,DRI,139,Stage 1 Pokémon,Pokémon ex,Trainer's Pokémon（Arven）,Arven's Maschiff,270.0,{D},{G},,3.0,2,210.0,120.0,70.0,1,"If this Pokémon has no damage counters on it, this attack does 120 more damage. During your next turn, this Pokémon can’t use Boss Headbutt.",Vigorous Tackle Boss Headbutt,True,False,True,False,False,False,True,False,False,False,False,False,False,False
390,Tauros,DRI,152,Basic Pokémon,,,,130.0,{C},{F},,2.0,2,50.0,40.0,30.0,1,"If your opponent’s Active Pokémon is an Evolution Pokémon, this attack does 50 more damage.",Horn Attack Clean Hit,True,True,False,False,False,False,False,False,False,False,False,False,False,False
391,Arven's Skwovet,DRI,158,Basic Pokémon,,Trainer's Pokémon（Arven）,,60.0,{C},{F},,1.0,1,10.0,10.0,10.0,1,"Before doing damage, discard all Pokémon Tools from your opponent’s Active Pokémon.",Gnaw Through,True,True,False,False,False,False,False,False,False,False,False,False,False,False
392,Arven's Greedent,DRI,159,Stage 1 Pokémon,,Trainer's Pokémon（Arven）,Arven's Skwovet,120.0,{C},{F},,2.0,2,50.0,50.0,25.0,2,"When you play this Pokémon from your hand to evolve 1 of your Pokémon during your turn, you may put up to 2 Arven’s Sandwich cards from your discard pile into your hand.",[Ability] Greedy Order Rolling Tackle,True,False,True,False,False,False,False,False,False,False,True,False,False,False
393,Pineco,DRI,4,Basic Pokémon,,,,70.0,{G},{R},,2.0,1,10.0,10.0,10.0,1,,Hang Down,True,True,False,False,False,False,False,False,False,False,False,False,False,False
394,Shroomish,DRI,5,Basic Pokémon,,,,60.0,{G},{R},,1.0,1,30.0,30.0,15.0,2,,Rolling Tackle,True,True,False,False,False,False,False,False,False,False,False,False,False,False
395,Breloom,DRI,6,Stage 1 Pokémon,,,Shroomish,120.0,{G},{R},,2.0,2,90.0,60.0,30.0,2,Flip a coin until you get tails. This attack does 50 more damage for each heads. Heal 30 damage from this Pokémon.,Damage Rush Mega Drain,True,False,True,False,False,False,False,False,False,False,False,False,False,False
396,Mow Rotom,DRI,9,Basic Pokémon,,,,70.0,{G},{R},,1.0,2,30.0,25.0,20.0,1,Discard a Stadium in play. This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,Trimming Mower Gadget Show,True,True,False,False,False,False,False,False,False,False,False,False,False,False
397,Fomantis,DRI,13,Basic Pokémon,,,,60.0,{G},{R},,1.0,1,20.0,20.0,20.0,1,,Cut Up,True,True,False,False,False,False,False,False,False,False,False,False,False,False
398,Lurantis,DRI,14,Stage 1 Pokémon,,,Fomantis,120.0,{G},{R},,1.0,2,130.0,80.0,130.0,1,"Discard 2 Basic {G} Energy cards from your hand. If you can’t discard 2 cards in this way, this attack does nothing.",Razor Leaf Petal Blade Dance,True,False,True,False,False,False,False,False,False,False,False,False,True,False
399,Team Rocket's Blipbug,DRI,15,Basic Pokémon,,Trainer's Pokémon（Team Rocket）,,60.0,{G},{R},,1.0,1,0.0,0.0,0.0,1,Look at 1 of your opponent’s face-down Prize cards.,Searching Eyes,True,True,False,False,False,False,False,False,False,False,False,False,False,False
400,Team Rocket's Tarountula,DRI,19,Basic Pokémon,,Trainer's Pokémon（Team Rocket）,,50.0,{G},{R},,1.0,1,30.0,30.0,30.0,1,This Pokémon also does 10 damage to itself.,Take Down,True,True,False,False,False,False,False,False,False,False,False,False,False,False
401,Team Rocket's Spidops,DRI,20,Stage 1 Pokémon,,Trainer's Pokémon（Team Rocket）,Team Rocket's Tarountula,130.0,{G},{R},,2.0,2,30.0,30.0,15.0,2,"Once during your turn, you may attach a Basic Energy card from your discard pile to this Pokémon. This attack does 30 damage for each of your Team Rocket’s Pokémon in play.",[Ability] Charging Up Rocket Rush,True,False,True,False,False,False,False,False,False,False,False,False,True,False
402,Smoliv,DRI,21,Basic Pokémon,,,,60.0,{G},{R},,1.0,1,10.0,10.0,10.0,1,,Ram,True,True,False,False,False,False,False,False,False,False,False,False,False,False
403,Dolliv,DRI,22,Stage 1 Pokémon,,,Smoliv,90.0,{G},{R},,1.0,2,40.0,40.0,20.0,1,Heal 40 damage from 1 of your Pokémon.,Nutrients Tackle,True,False,True,False,False,False,False,False,False,False,False,False,False,False
404,Arboliva ex,DRI,23,Stage 2 Pokémon,Pokémon ex,,Dolliv,310.0,{G},{R},,2.0,2,160.0,160.0,53.333333333333336,1,"Choose 1 of your opponent’s Pokémon 6 times. (You can choose the same Pokémon more than once.) For each time you chose a Pokémon, do 20 damage to it. This damage isn’t affected by Weakness or Resistance. This Pokémon recovers from all Special Conditions.",Oil Salvo Aroma Shot,True,False,False,True,False,False,True,False,False,False,False,False,False,False
405,Growlithe,DRI,27,Basic Pokémon,,,,80.0,{R},{W},,2.0,2,20.0,15.0,10.0,1,,Live Coal Dig Claws,True,True,False,False,False,False,False,False,False,False,False,False,False,False
406,Arcanine,DRI,28,Stage 1 Pokémon,,,Growlithe,140.0,{R},{W},,3.0,2,100.0,75.0,33.333333333333336,2,"If your opponent’s Active Pokémon is a {D} Pokémon, this attack does 100 more damage.",Flare Punishing Fang,True,False,True,False,False,False,False,False,False,False,False,False,False,False
407,Team Rocket's Moltres ex,DRI,31,Basic Pokémon,Pokémon ex,Trainer's Pokémon（Team Rocket）,,220.0,{R},{L},{F},2.0,2,110.0,110.0,36.666666666666664,3,"During your opponent’s next turn, this Pokémon takes 50 less damage from attacks (after applying Weakness and Resistance). Discard a Team Rocket’s Energy from this Pokémon. If you do, discard your opponent’s Active Pokémon and all attached cards.",Flame Screen Evil Incineration,True,True,False,False,False,False,True,False,False,False,False,False,True,False
408,Team Rocket's Houndour,DRI,37,Basic Pokémon,,Trainer's Pokémon（Team Rocket）,,70.0,{R},{W},,1.0,1,20.0,20.0,20.0,1,,Steady Firebreathing,True,True,False,False,False,False,False,False,False,False,False,False,False,False
409,Team Rocket's Houndoom,DRI,38,Stage 1 Pokémon,,Trainer's Pokémon（Team Rocket）,Team Rocket's Houndour,130.0,{R},{W},,2.0,2,120.0,120.0,60.0,1,Your opponent’s Active Pokémon is now Burned and Confused. Discard an Energy from this Pokémon.,Cruel Coal Scorching Fire,True,False,True,False,False,False,False,False,False,False,False,False,True,False
410,Torchic,DRI,40,Basic Pokémon,,,,70.0,{R},{W},,1.0,2,10.0,10.0,10.0,1,Draw a card.,Collect Combustion,True,True,False,False,False,False,False,False,False,True,False,False,False,False
411,Combusken,DRI,41,Stage 1 Pokémon,,,Torchic,100.0,{R},{W},,2.0,2,40.0,30.0,20.0,1,Flip 2 coins. This attack does 40 damage for each heads.,Combustion Double Kick,True,False,True,False,False,False,False,False,False,False,False,False,False,False
412,Blaziken,DRI,42,Stage 2 Pokémon,,,Combusken,170.0,{R},{W},,2.0,2,120.0,95.0,40.0,2,Discard 2 Energy from this Pokémon. This attack also does 120 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),Heat Blast Inferno Kick Flurry,True,False,False,True,False,False,False,False,False,False,False,False,True,False
413,Heat Rotom,DRI,43,Basic Pokémon,,,,80.0,{R},{W},,2.0,2,30.0,30.0,15.0,1,Your opponent’s Active Pokémon is now Burned. This attack does 30 damage for each Pokémon Tool attached to all of your Pokémon.,Singe Gadget Show,True,True,False,False,False,False,False,False,False,False,False,False,False,False
414,Team Rocket's Articuno,DRI,51,Basic Pokémon,,Trainer's Pokémon（Team Rocket）,,120.0,{W},{L},{F},1.0,2,60.0,60.0,20.0,3,"Prevent all effects of attacks used by your opponent’s Pokémon done to your Basic Team Rocket’s Pokémon. (Existing effects are not removed. Damage is not an effect.) If this Pokémon has any Team Rocket’s Energy attached, this attack does 60 more damage.",[Ability] Repelling Veil Dark Frost,True,True,False,False,False,False,False,False,False,False,False,False,False,False
